area,bedrooms,bathrooms,age,distance_city,crime_rate,school_rating,garage,basement,price
2248.3570765056165,2,1.6987205423834708,45.3740195695032,4.0145898135681595,1.2767983883469902,7.472139635312387,1,578.9060607672094,455981.7336280498
1930.8678494144076,2,1.4007802024720593,3.8867617715871075,1.8741965403532943,2.246004554543356,6.219647412031582,2,362.0576770604796,394485.17333620973
2323.844269050346,2,2.7441996880004904,8.052247077099452,3.847205149608965,7.430117619004637,9.299651047640262,2,742.1463290929686,519719.86118110997
2761.514928204013,5,4.245867392692731,0.3746141868240834,9.273803648703328,5.366539545318049,7.052416958476784,2,542.224116446579,634428.5221676099
1882.923312638332,5,4.463477856219995,8.134480360186107,8.329961698096007,1.94023502180981,7.946007025469659,0,722.2237504499188,443738.1160707017
1882.9315215254096,5,4.590916278576466,7.272898066770968,7.033880226276688,5.986234786820869,4.116817952643843,1,902.92590450613,466577.16458360455
2789.6064077536957,7,5.665076927418346,44.78472117296804,1.1577225482643578,19.541480496015883,9.81714935346559,2,1228.3631722087068,649033.3716539091
2383.717364576454,4,3.1068083296501023,6.6529363495597424,1.4066594829570285,0.7830682067642053,7.056204564111065,1,700.6926713898156,523250.0060732282
1765.262807032524,5,4.759466157326003,27.00800105924784,3.6051258957767702,1.3750586381038294,2.5255458901443695,2,596.55490528782,458816.49370343174
2271.2800217929826,5,4.388944188097453,21.82461590627907,5.838050546272749,2.980555487693024,9.050156169298413,2,820.1460183058,514018.7801821934
1768.291153593769,2,1.177050245865026,2.3897207327629566,0.34066973022801805,1.8803072592063375,5.916931343905252,1,641.1699438863086,357543.0276350103
1767.1351232148716,3,2.03789431805804,49.33835698583271,1.667958539898735,1.9052930957425664,1.7549667806744225,1,573.8325353247219,373220.4594776285
2120.981135783017,2,1.4051734132347815,14.952987319325246,5.274919245883704,2.8021548961903138,9.644162496956604,0,902.2566882396645,483604.7430644951
1043.359877671101,3,2.979609278608221,13.61556032491272,5.173923924243938,7.795644153414467,9.392316665476955,2,140.95547818190124,250124.26644184804
1137.5410837434836,2,2.3367237382832977,0.17661738236577748,0.7356508294636643,2.2078875520014103,7.149545625976016,1,354.64171156364654,258619.45921489893
1718.8562353795137,9,8.275864149545209,18.02018356010543,1.6026171866508272,1.4838264258507439,1.4270285861272876,1,312.1491883272613,451853.5818850773
1493.5844398327881,3,2.0456483536688768,0.8585405702373831,1.2225080525197654,4.001829347156038,5.258497503346312,2,793.2764020483335,367876.1727289315
2157.123666297637,3,2.4701032621031036,3.075517931133315,12.625399207517809,10.265836078449976,7.524855882587071,1,558.2943157670388,436077.2596745891
1545.9879622393946,7,5.399899108395219,1.5574417015871236,1.426282970954,6.010879994723988,9.779663409975527,3,245.33912777159043,442599.71850990056
1293.8481493323543,3,2.3088271618055196,7.127194605774461,2.2590185832608793,2.078552885851729,3.9726949518068633,1,266.3053294757125,276610.7350250993
2732.824384460777,3,2.8649394271898636,23.823331184299594,7.047426533341435,17.907166407155632,1.6711621167066006,3,645.9558635152056,527956.1146029666
1887.1118497567322,1,0.7770604947390991,18.433285851587527,1.5423172720653366,5.869042009935443,8.202868450924301,2,493.59206304268656,393901.74882061663
2033.764102343962,2,2.257928835786408,1.692410572357634,5.510619046936917,0.7440462476374805,8.167855270788506,1,589.4234081285902,382632.7222955186
1287.6259068932716,2,1.341850776377919,24.026599867432775,6.471177747682277,5.930363815814037,2.2540627023860393,1,-58.27319762528475,211663.24191073087
1727.8086377374086,5,4.37070817537226,9.266342249423202,2.814364076118383,11.8119786652475,9.413641284447566,2,536.0620754505127,425727.4360269801
2055.461294854933,3,2.1786216912388325,0.4976255123750179,0.43585993975451165,3.2027037871312607,2.683892853579053,3,461.2073639603466,440760.93546161405
1424.5032112888484,6,3.881387849788388,3.8006872517971475,17.508697069238654,6.536169497642515,7.250447594962599,2,-94.44993185812501,262929.6653321337
2187.849009172836,4,2.6892657664966126,23.069708162481078,8.772504253583282,0.8172381973718883,9.672443618782589,2,710.1762934927093,465716.02658696746
1699.6806550405975,4,3.262064865173261,19.824448033180797,2.3304726212383864,0.5860088806406842,2.0848317286268925,3,634.063386465824,400998.9262207259
1854.1531251033616,6,5.760748910650747,3.130311750109423,1.8310662219467617,4.944586554305552,6.438162854866822,3,591.122593830271,457514.6500303409
1699.1466938853016,4,2.9702062270318703,0.5810978438448823,3.3263010181758403,2.5569296328142816,5.538646692754384,2,345.2713358840489,387854.170534113
2926.139092254469,4,3.1154057855502595,5.247659438598579,5.838340784310889,3.075060825914081,5.7726549403735685,2,799.6662170053869,603832.2913063566
1993.2513876310331,6,5.04483487939742,23.765831465504565,11.049230304892088,1.8366457140439196,4.9668464440227496,1,422.8733805936273,420760.5564849884
1471.1445355220499,5,3.7002893401632537,41.804083616663526,6.765650564626286,3.0404740853552292,8.935213014213982,2,609.2534358950659,336121.8321594638
2411.2724560515944,2,1.3581204642339055,12.76055201585454,6.816424008120713,0.5214630633609106,7.540043103252864,2,532.7514503145401,477442.1945120814
1389.5781750144888,5,4.036057238938423,1.4328666483529093,1.8541315073680755,0.5713583494058707,9.610052269438146,1,608.9313456968817,389433.9455398175
2104.431797502378,4,2.9817168318775185,10.459923289437395,0.6850906035160305,2.9364249843811585,8.970090635178817,1,966.1850287507821,507726.2250288437
1020.1649380601123,2,0.7085035489349849,100.7740440538452,6.779773090445129,3.017619169815438,5.799924604021636,2,347.56764009769034,121791.19687750818
1335.9069755507849,4,2.8749149800729654,41.872050868676,3.104706313212571,10.255879396066586,8.422891342547594,1,559.9863542282634,276940.5083772569
2098.4306179345617,3,2.707459843278989,74.88678297525864,4.5965892384127205,2.005165135624658,8.241566828214328,1,587.2993326293717,418299.4680130548
2369.2332899977055,4,3.5230015470646294,18.030356110686476,2.7657285512535346,5.648349909147868,5.9454370931051495,2,787.6327098193527,550464.378860336
2085.6841405949854,2,2.268116850179651,8.329202824205705,8.359725746232222,1.8056760845109976,8.389527856630963,3,701.9039528387174,429708.22180773795
1942.1758588058797,2,2.227768005992127,33.54207030278675,5.122008500908817,1.8399423222264668,8.41522185300529,1,656.6734828334442,404367.77638133086
1849.4481522053557,3,1.9499061878344492,33.83272654710366,5.650570586377544,6.169513120713493,5.586337987451714,0,821.9416378487495,410458.1930997492
1260.7390048162863,5,3.6272917754445526,2.3386680076529887,0.8494105110693366,4.127975952097075,7.054958064448618,2,810.1181040859052,367873.4552795748
1640.0778958026458,3,2.0493594534188713,22.40056902146548,3.5964943389362247,2.333456992062199,9.80219823154264,2,440.7201231223711,366716.96399375406
1769.6806145201062,3,2.32396918974084,37.7570200750687,5.683365155889599,3.3015624178942717,2.5492469225335315,1,590.8028479847505,363626.1461040162
2528.561113109458,5,3.6883649420049984,34.3183554025282,10.279597993295102,9.303308006365478,9.85300012112934,3,409.9248821221619,550859.0524301247
2171.8091447842307,3,2.312736483410226,18.40522458777719,2.298719475809821,6.850186080135593,9.008057110198726,1,527.8709854207982,491554.84942348796
1118.479922318633,4,2.7639015043887385,11.562037006211318,1.7054743132087835,13.639651107075487,9.246873158697177,3,389.9498997093746,300283.3879303373
2162.0419846973973,5,4.3922027153925995,22.4918964587534,6.299446648326575,10.472647936548643,2.8959111471856627,3,614.7254175766874,474103.46781474585
1807.4588597918419,6,4.325968185820332,10.889886156973418,17.871432825013414,5.536365089842736,6.531293006177177,1,866.3073097362931,389367.2179493807
1661.5389998470207,4,2.701214041688491,5.812184063047364,3.3119336496055904,1.0538785544465277,6.256362115402167,2,447.40405898852026,363465.065323816
2305.8381444204338,3,2.6601145595955593,4.495074790426523,5.847047097190144,2.2466230894574606,3.0216146601174696,2,923.7130960603223,578964.9698727453
2515.4997612479756,6,5.161149985312026,11.669378405972964,3.2035395321650846,4.044177462189565,8.016905518073836,2,570.7851526191424,596613.8338333585
2465.6400595580994,5,3.887438809072753,9.13084643000821,13.390772961708507,0.17209900015565782,5.736010349185395,0,885.5129472004734,540204.7958310694
1580.3912383886807,2,2.034494077626515,11.150676682312456,0.9448942461935949,5.716998311575409,9.558904244304392,3,597.004095696461,339305.10767087276
1845.3938120743928,6,5.198393803199179,4.53070957229786,3.5034433078213185,19.571433271297533,5.868875642458146,3,217.8623829803637,438368.9925298646
2165.631715701782,3,3.3495693950617595,13.395320687127224,6.822196441668385,8.78755887651565,6.219060577759476,1,563.4367518109524,412186.4669818936
2487.7725635611796,4,3.5664630673096362,16.27394376802729,6.408174791118123,5.821833272617415,6.883103815602169,1,1070.8396631610208,588927.4989658601
1760.412881077355,3,3.253601542390732,24.664236931840733,1.9544388816490978,5.664344717326237,8.669741936354459,0,642.8192913224885,388137.4757948868
1907.1705116680914,11,8.830964585711486,13.373511649836383,1.9941838700886572,11.366783376162491,8.048876722246305,1,814.0298144309261,619899.6100328135
1446.8325129969858,5,4.699813088054303,21.163159041490957,3.9595364462395164,1.8576666021000983,2.4495582605450896,2,204.74426468227847,327567.4378408953
1401.8966879596646,4,3.910383190752946,2.7838392173183717,7.507574877610709,2.958856925654807,8.796667701878786,1,229.0961641470745,350754.1394444422
2406.262911197099,5,3.9286931300949317,1.9356256341041949,1.0864424755682516,5.3995392375826965,3.9999532735758603,2,586.5933257816973,516772.53600472835
2678.1200142854113,6,4.4557298093608715,2.9702000978110514,6.931196003364313,4.251121383940142,9.924569732459084,1,998.6372774163267,644082.8700911674
1963.994939209833,4,2.9436620859073277,28.087885956269766,4.673058314710657,9.292863735972038,9.679465284156175,3,727.8194951510719,419325.3610991735
2501.766448946012,2,1.8075620820479954,12.184025317243181,5.209125905566585,2.2806716264345024,5.293364863318707,2,577.0798714260135,513400.8368827237
2180.818012523817,3,1.8251464959357937,9.113220872053594,4.010465301676837,2.6916756202568926,6.429713176296399,2,683.1918510052263,477740.773005823
